RegioNaam,Region code,Total population (nr.),Men (%),Women (%),<5 years old (%),5-9 years old (%),10-14 years old (%),15-19 years old (%),20-24 years old (%),25-44 years old (%),45-64 years old (%),65-79 years old (%),80+ years old  (%),Total demographic pressure (%),Green pressure (%),Grey pressure (%),Unmarried (%),Married (%),Divorced (%),Widowed (%),Dutch background (%),Migration background - any (%),Migration background - western (%),Migration background - any non-western (%),Migration background - Maroccan (%),"Migration background - former Dutch Antilles, Aruba  (%)",Migration background - Suriname (%),Migration background - Turkey (%),Migration background - remaining non-western (%),Population density (people/km2),Single person households (%),Households without children (%),Households with children (%),Average household size (people/household),Total housing stock (nr.),Newly constructed houses (%),Housing density (houses/km2),Owner-occupied houses (%),Rental houses (%),House ownership unknown (%),Average house price (x 1000EUR),Total students (nr.),Students - secondary education (%),Students - bol (%),Students - bbl (%),Students - hbo (%),Students - university (%),Companies (nr.),"Companies by type - agriculture, forestry and fishery (%)",Companies by type - industry and engery (%),Companies by type - trade and catering industry (%),"Companies by type - transport, information and comunication (%)",Companies by type - financial services and real-estate (%),Companies by type - business services (%),"Companies by type - culture, recreation and other (%)",Cattle (nr.),Sheep (nr.),Goats (nr.),Horses (nr.),Pigs (nr.),Chickens (nr.),Turkeys (nr.),Ducks for slaughter (nr.),Other poultry (nr.),Rabbits (nr.),Fur animals (nr.),Cultivated land (are),Cultivated land by type - agriculture (%),"Cultivated land by type - horticulture, open ground (%)","Cultivated land by type - horticulture, under glass (%)",Cultivated land by type - permanent grassland (%),Cultivated land by type - natural grassland (%),Cultivated land by type - temporary grassland (%),Cultivated land by type - green fodder crops (%),Cars (per 1000 inhabitants),Privately owned cars (per 1000 inhabitants),Motorcycles (per 1000 inhabitants),Mopeds (per 1000 inhabitants),Total road length (km),Road owned by municipality (%),Road owned by province (%),Road owned by state (%),Total area (km2),Districts (nr.),Neighbourhoods (nr.),Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,VVD (%),D66,D66 (%),PVV (Partij voor de Vrijheid),PVV (Partij voor de Vrijheid) (%),CDA,CDA (%),SP (Socialistische Partij),SP (Socialistische Partij) (%),Partij van de Arbeid (P.v.d.A.),Partij van de Arbeid (P.v.d.A.) (%),GROENLINKS,GROENLINKS (%),Forum voor Democratie,Forum voor Democratie (%),Partij voor de Dieren,Partij voor de Dieren (%),ChristenUnie,ChristenUnie (%),Volt,Volt (%),JA21,JA21 (%),Staatkundig Gereformeerde Partij (SGP),Staatkundig Gereformeerde Partij (SGP) (%),DENK,DENK (%),50PLUS,50PLUS (%),BBB,BBB (%),BIJ1,BIJ1 (%),CODE ORANJE,CODE ORANJE (%),NIDA,NIDA (%),Splinter,Splinter (%),Piratenpartij,Piratenpartij (%),JONG,JONG (%),Trots op Nederland (TROTS),Trots op Nederland (TROTS) (%),Lijst Henk Krol,Lijst Henk Krol (%),NLBeter,NLBeter (%),"Blanco (Zeven, A.J.L.B.)","Blanco (Zeven, A.J.L.B.) (%)",LP (Libertaire Partij),LP (Libertaire Partij) (%),OPRECHT,OPRECHT (%),JEZUS LEEFT,JEZUS LEEFT (%),DE FEESTPARTIJ (DFP),DE FEESTPARTIJ (DFP) (%),U-Buntu Connected Front,U-Buntu Connected Front (%),Vrij en Sociaal Nederland,Vrij en Sociaal Nederland (%),Partij van de Eenheid,Partij van de Eenheid (%),Wij zijn Nederland,Wij zijn Nederland (%),Partij voor de Republiek,Partij voor de Republiek (%),Modern Nederland,Modern Nederland (%),De Groenen,De Groenen (%)
Harderwijk,GM0243,48414.0,0.4949807906803817,0.5050192093196183,5.5,6.1,6.1,6.5,5.2,24.9,27.2,14.2,4.3,74.5,42.3,32.2,33.4,51.2,9.6,5.8,80.8,19.2,6.9,12.2,2.5,0.3,0.5,4.5,4.4,1245.0,33.0,29.4,37.6,2.32,19942.0,0.021311804232273593,513.0,59.1,40.2,0.7,272.0,5964.0,0.4969818913480885,0.1819248826291079,0.0674044265593561,0.1903085177733065,0.0633802816901408,4300.0,0.013953488372093023,0.1709302325581395,0.227906976744186,0.0767441860465116,0.1104651162790697,0.2720930232558139,0.1267441860465116,8685.0,146.0,15.0,57.0,0.0,4703.0,0.0,109765.0,0.0,0.0,0.0,39165.0,2.6,2.2,2.8,40.7,24.8,18.8,8.1,464.0,437.0,37.0,69.0,270.0,0.9148148148148147,0.037037037037037,0.0518518518518518,48.27,16.0,63.0,36543,29633,50,46,29537,7162,0.242475539,3611,0.122253445,2695,0.091241494,3536,0.119714257,1085,0.036733588,1128,0.03818939,1107,0.037478417,1337,0.045265261,865,0.029285303,3032,0.102650912,436,0.014761147,800,0.027084673,744,0.025188746,1016,0.034397535,184,0.006229475,220.0,0.007448285,72,0.002437621,88,0.002979314,73,0.002471476,74.0,0.002505332,55,0.001862071,48.0,0.00162508,50.0,0.001692792,19.0,0.000643261,21.0,0.000710973,40.0,0.001354234,10,0.000338558,9.0,0.000304703,19.0,0.000643261,0.0,0,1.0,3.38558E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Hattem,GM0244,12209.0,0.4962732410516832,0.5037267589483169,5.1,5.7,6.4,6.9,4.9,20.7,28.1,16.4,5.8,86.3,44.9,41.5,28.9,57.5,6.7,6.9,92.0,8.0,4.5,3.5,0.2,0.1,0.1,0.3,2.7,529.0,29.2,33.9,36.9,2.38,5298.0,0.0033975084937712344,230.0,66.3,33.3,0.4,302.0,1594.0,0.4830614805520702,0.1869510664993726,0.075909661229611,0.1932245922208281,0.0608531994981179,1010.0,0.034653465346534656,0.1485148514851485,0.2178217821782178,0.0594059405940594,0.1485148514851485,0.2772277227722772,0.1188118811881188,1797.0,1110.0,1.0,115.0,4632.0,0.0,0.0,0.0,0.0,0.0,0.0,94037.0,0.9,0.1,0.0,71.3,14.3,4.0,9.4,508.0,490.0,49.0,82.0,120.0,0.8333333333333334,0.0,0.1666666666666666,24.16,2.0,10.0,9488,8111,13,6,8092,1501,0.185491844,1022,0.126297578,607,0.075012358,1140,0.140879881,378,0.046712803,616,0.076124567,284,0.035096391,308,0.038062284,197,0.024345032,1398,0.172763223,122,0.015076619,145,0.017918932,169,0.020884825,28,0.003460208,42,0.005190311,55.0,0.006796836,9,0.00111221,8,0.000988631,4,0.000494315,18.0,0.002224419,7,0.000865052,4.0,0.000494315,4.0,0.000494315,3.0,0.000370737,7.0,0.000865052,11.0,0.001359367,3,0.000370737,0.0,0,2.0,0.000247158,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Heerde,GM0246,18589.0,0.4937328527623864,0.5062671472376137,4.6,5.5,5.7,6.3,4.7,19.5,29.9,17.9,5.8,84.8,41.0,43.8,26.6,59.6,6.6,7.2,93.9,6.1,3.4,2.8,0.0,0.1,0.1,0.3,2.2,236.0,26.3,37.5,36.2,2.39,7924.0,0.01198889449772842,101.0,68.9,30.7,0.4,294.0,2159.0,0.4858730893932376,0.1991662806855025,0.0930986567855488,0.1815655396016674,0.0402964335340435,1530.0,0.06535947712418301,0.1764705882352941,0.2124183006535947,0.0588235294117647,0.1078431372549019,0.2418300653594771,0.1372549019607843,6523.0,843.0,976.0,226.0,4742.0,75487.0,0.0,0.0,0.0,0.0,0.0,244216.0,0.4,2.2,0.1,70.4,4.7,3.5,18.7,545.0,524.0,54.0,91.0,269.0,0.9405204460966544,0.0037174721189591,0.0557620817843866,80.42,2.0,15.0,14931,12241,23,18,12200,2399,0.196639344,1087,0.089098361,1338,0.109672131,1914,0.156885246,547,0.044836066,669,0.054836066,347,0.028442623,555,0.045491803,303,0.024836066,1799,0.147459016,124,0.010163934,225,0.018442623,423,0.034672131,32,0.002622951,94,0.007704918,209.0,0.017131148,10,0.000819672,27,0.002213115,3,0.000245902,20.0,0.001639344,7,0.00057377,14.0,0.001147541,23.0,0.001885246,3.0,0.000245902,4.0,0.000327869,4.0,0.000327869,1,8.19672E-05,1.0,8.19672E-05,18.0,0.00147541,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Heumen,GM0252,16454.0,0.4970827762246262,0.5029172237753737,4.1,4.9,5.4,6.8,4.7,18.5,31.5,18.0,6.0,83.0,38.9,44.1,32.7,52.1,8.7,6.5,86.0,14.0,9.1,4.8,0.3,0.5,0.2,0.4,3.5,414.0,31.0,33.5,35.5,2.27,7206.0,0.009297807382736608,181.0,71.2,27.0,1.8,303.0,2139.0,0.4502103786816269,0.1617578307620383,0.0448807854137447,0.2262739597942964,0.1168770453482936,1510.0,0.052980132450331126,0.1390728476821192,0.1986754966887417,0.076158940397351,0.1125827814569536,0.2880794701986754,0.1357615894039735,3919.0,678.0,64.0,164.0,20840.0,0.0,0.0,0.0,0.0,0.0,5999.0,151969.0,13.6,1.1,0.0,43.9,6.5,18.8,16.1,526.0,507.0,42.0,53.0,190.0,0.8736842105263158,0.0894736842105263,0.0368421052631578,41.54,2.0,19.0,13212,11264,27,13,11224,2900,0.258374911,2121,0.188970064,920,0.081967213,1245,0.110923022,738,0.06575196,743,0.066197434,771,0.068692088,318,0.028332145,440,0.039201711,138,0.012295082,270,0.024055595,221,0.01968995,8,0.000712758,17,0.001514612,103,0.009176764,96.0,0.0085531,33,0.002940128,15,0.001336422,7,0.000623664,38.0,0.003385602,18,0.001603706,11.0,0.000980043,17.0,0.001514612,7.0,0.000623664,9.0,0.000801853,5.0,0.000445474,3,0.000267284,3.0,0.000267284,3.0,0.000267284,6.0,0.000534569,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Lochem,GM0262,33729.0,0.4936701354917133,0.5063298645082867,3.8,4.5,5.7,6.3,4.0,16.6,31.0,20.6,7.6,93.7,39.2,54.5,30.2,54.0,7.8,7.9,89.2,10.8,6.0,4.9,0.8,0.2,0.3,1.1,2.5,158.0,30.7,37.7,31.7,2.23,15096.0,0.004968203497615262,71.0,70.5,29.4,0.1,325.0,3941.0,0.5100228368434407,0.1715300685105303,0.0634356762243085,0.1946206546561786,0.0603907637655417,3745.0,0.12283044058744993,0.1094793057409879,0.1909212283044059,0.0574098798397863,0.1241655540720961,0.2777036048064085,0.1188251001335113,28094.0,3093.0,4964.0,563.0,37672.0,548728.0,0.0,26000.0,0.0,0.0,4680.0,1223318.0,8.5,0.2,0.0,57.8,1.4,12.6,19.4,574.0,551.0,62.0,48.0,758.0,0.9116094986807388,0.0883905013192612,0.0,215.94,6.0,36.0,27569,23535,26,29,23480,5966,0.254088586,4107,0.174914821,1282,0.054599659,2748,0.117035775,1177,0.050127768,1678,0.071465077,1109,0.047231687,860,0.036626917,923,0.039310051,470,0.020017036,555,0.023637138,464,0.019761499,44,0.001873935,129,0.005494037,177,0.00753833,1414.0,0.060221465,42,0.001788756,65,0.002768313,34,0.001448041,61.0,0.002597956,36,0.00153322,33.0,0.001405451,28.0,0.001192504,19.0,0.000809199,17.0,0.00072402,25.0,0.001064736,8,0.000340716,5.0,0.000212947,2.0,8.51789E-05,0.0,0,2.0,8.51789E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Maasdriel,GM0263,25030.0,0.5087095485417499,0.4912904514582501,4.8,5.1,5.6,6.3,5.4,22.8,31.1,15.0,4.0,68.8,36.8,32.0,35.0,50.7,7.8,6.4,86.9,13.1,9.4,3.7,0.6,0.2,0.3,0.1,2.5,379.0,30.3,32.2,37.5,2.34,10115.0,0.009293129016312407,153.0,70.9,28.9,0.2,299.0,2755.0,0.4947368421052631,0.1814882032667876,0.0852994555353902,0.1778584392014519,0.060617059891107,3370.0,0.08753709198813056,0.2477744807121661,0.2062314540059347,0.0652818991097922,0.0934718100890207,0.2032640949554896,0.0949554896142433,9659.0,1861.0,9644.0,446.0,6920.0,96729.0,64020.0,0.0,0.0,0.0,0.0,398012.0,3.7,9.5,0.7,55.0,10.8,6.8,13.5,572.0,527.0,51.0,91.0,291.0,0.8865979381443299,0.0893470790378006,0.0274914089347079,75.46,5.0,24.0,18917,15597,22,24,15551,4664,0.299916404,1667,0.107195679,2755,0.177159025,1720,0.11060382,931,0.059867533,526,0.033824191,337,0.021670632,845,0.054337342,342,0.021992155,208,0.013375346,214,0.013761173,464,0.029837309,286,0.0183911,51,0.003279532,181,0.011639123,130.0,0.008359591,11,0.00070735,55,0.00353675,6,0.000385827,26.0,0.001671918,24,0.001543309,26.0,0.001671918,29.0,0.001864832,11.0,0.00070735,8.0,0.000514436,14.0,0.000900264,3,0.000192914,1.0,6.43045E-05,3.0,0.000192914,13.0,0.000835959,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Nijkerk,GM0267,43171.0,0.4977415394593593,0.5022584605406407,5.6,6.2,6.5,6.8,5.4,23.2,27.5,14.4,4.5,78.4,44.7,33.7,30.6,55.9,7.6,5.9,87.9,12.1,5.4,6.7,2.2,0.3,0.4,0.8,3.0,623.0,28.5,31.3,40.2,2.45,17321.0,0.0018474683909704983,250.0,69.9,30.0,0.1,329.0,5509.0,0.5000907605736068,0.1802504991831548,0.069522599382828,0.1835178798330005,0.0666182610274097,4735.0,0.04329461457233368,0.1721224920802534,0.2280887011615628,0.0749736008447729,0.1129883843717001,0.2523759239704329,0.1172122492080253,14344.0,3882.0,10336.0,526.0,37580.0,938987.0,0.0,9977.0,0.0,0.0,0.0,316955.0,5.0,0.1,0.0,67.0,5.2,9.0,13.8,509.0,472.0,47.0,70.0,329.0,0.9270516717325228,0.0455927051671732,0.0243161094224924,72.04,5.0,33.0,33732,27646,32,38,27576,6648,0.241079199,2751,0.099760661,2895,0.104982594,3700,0.134174645,882,0.031984334,929,0.033688715,714,0.02589208,1424,0.051639106,576,0.020887728,2990,0.108427618,309,0.011205396,684,0.024804178,1735,0.062917029,283,0.010262547,185,0.006708732,331.0,0.012003191,53,0.001921961,73,0.002647229,94,0.003408761,45.0,0.001631854,45,0.001631854,32.0,0.001160429,52.0,0.001885698,15.0,0.000543951,7.0,0.000253844,79.0,0.00286481,12,0.000435161,10.0,0.000362634,23.0,0.000834059,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Nijmegen,GM0268,177659.0,0.4843154582655536,0.5156845417344463,4.7,4.5,4.5,5.5,11.7,29.0,24.0,12.4,3.7,54.5,29.6,24.8,54.4,31.8,9.4,4.4,73.5,26.5,12.1,14.4,2.2,1.2,0.9,3.1,7.0,3346.0,54.1,22.7,23.3,1.81,81717.0,0.005776031915023802,1539.0,43.5,56.0,0.5,252.0,31599.0,0.2506724896357479,0.0976613183961517,0.0262666540080382,0.2475078325263457,0.3778917054337162,14745.0,0.00339097999321804,0.1220752797558494,0.2037978975924042,0.1010512037978975,0.0773143438453713,0.32519498134961,0.1668362156663275,867.0,115.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,148884.0,4.0,2.2,0.1,6.0,82.0,4.2,1.6,386.0,367.0,26.0,62.0,658.0,0.9741641337386018,0.0030395136778115,0.0227963525835866,57.63,9.0,44.0,138342,110884,174,239,110471,15731,0.142399363,25762,0.233201474,8503,0.076970427,5342,0.048356582,7684,0.069556716,7310,0.066171212,14744,0.133464891,3576,0.032370486,6752,0.061120113,1352,0.012238506,5629,0.050954549,1385,0.012537227,167,0.001511709,1962,0.017760317,773,0.006997312,159.0,0.001439292,1497,0.013551068,243,0.002199672,383,0.003466973,376.0,0.003403608,347,0.003141096,182.0,0.001647491,108.0,0.000977632,51.0,0.00046166,95.0,0.000859954,177.0,0.00160223,74,0.000669859,32.0,0.000289669,24.0,0.000217252,51.0,0.00046166,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Oldebroek,GM0269,23646.0,0.504313625983253,0.495686374016747,5.8,6.1,6.4,6.6,5.4,22.5,28.1,14.4,4.6,78.6,44.6,34.0,27.5,61.0,5.4,6.1,94.0,6.0,3.4,2.6,0.0,0.1,0.1,0.1,2.2,242.0,24.7,33.4,41.8,2.55,9318.0,0.016205194247692636,95.0,68.4,31.3,0.2,279.0,2940.0,0.4697278911564626,0.2129251700680272,0.0993197278911564,0.1806122448979591,0.0374149659863945,2215.0,0.1038374717832957,0.3002257336343115,0.182844243792325,0.0632054176072234,0.0835214446952596,0.1738148984198645,0.09255079006772,17315.0,9103.0,591.0,306.0,7670.0,160157.0,0.0,14392.0,94.0,1850.0,0.0,409372.0,2.7,0.4,0.1,77.5,0.8,7.1,11.5,503.0,482.0,48.0,72.0,261.0,0.9042145593869731,0.0383141762452107,0.057471264367816,98.84,3.0,26.0,18177,14832,15,9,14808,2153,0.145394381,774,0.052269044,1684,0.113722312,2121,0.143233387,487,0.032887628,466,0.031469476,275,0.018571043,691,0.046663965,232,0.015667207,2914,0.196785521,107,0.007225824,262,0.017693139,2183,0.147420313,14,0.000945435,83,0.005605078,198.0,0.013371151,19,0.00128309,30,0.002025932,1,6.75311E-05,20.0,0.001350621,10,0.000675311,15.0,0.001012966,18.0,0.001215559,5.0,0.000337655,5.0,0.000337655,4.0,0.000270124,3,0.000202593,2.0,0.000135062,32.0,0.002160994,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Putten,GM0273,24112.0,0.4952305905773059,0.5047694094226941,5.2,5.8,6.2,6.7,5.8,21.8,27.5,15.4,5.7,81.4,43.2,38.2,28.5,57.8,6.9,6.8,92.1,7.9,4.4,3.5,0.2,0.2,0.2,0.4,2.5,283.0,27.3,33.7,39.0,2.48,9727.0,0.017888352009869435,114.0,67.2,32.5,0.3,351.0,2957.0,0.4879945891105851,0.1802502536354413,0.0940142035847142,0.1893811295231653,0.048359824146094,2815.0,0.11012433392539965,0.2078152753108348,0.2024866785079929,0.0550621669626998,0.1261101243339254,0.2113676731793961,0.0888099467140319,51121.0,3642.0,2781.0,530.0,37892.0,715998.0,25316.0,15503.0,0.0,0.0,61721.0,409211.0,9.2,1.4,0.0,64.0,4.1,8.6,12.7,517.0,492.0,40.0,65.0,347.0,0.9135446685878964,0.0547550432276657,0.031700288184438,87.5,2.0,13.0,18837,16088,80,18,15990,3637,0.227454659,1100,0.068792996,1587,0.099249531,2494,0.155972483,342,0.021388368,330,0.020637899,264,0.016510319,834,0.052157598,306,0.019136961,2147,0.13427142,125,0.007817386,364,0.022764228,1893,0.118386492,30,0.001876173,103,0.006441526,254.0,0.015884928,17,0.001063164,28,0.001751094,2,0.000125078,21.0,0.001313321,11,0.00068793,24.0,0.001500938,31.0,0.001938712,10.0,0.000625391,3.0,0.000187617,9.0,0.000562852,6,0.000375235,7.0,0.000437774,11.0,0.00068793,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Renkum,GM0274,31419.0,0.4888125019892422,0.5111874980107578,3.7,4.8,5.6,5.5,3.7,17.6,30.9,19.9,8.3,91.6,37.5,54.2,32.3,49.3,10.4,8.0,84.4,15.6,9.7,5.9,0.2,0.4,0.5,1.1,3.6,684.0,37.0,34.0,29.0,2.09,14985.0,0.002535869202535869,326.0,62.7,36.7,0.6,299.0,3397.0,0.5460700618192523,0.1362967324109508,0.0438622313806299,0.1669119811598469,0.1068589932293199,3195.0,0.009389671361502348,0.107981220657277,0.1580594679186228,0.0688575899843505,0.1408450704225352,0.3708920187793427,0.1439749608763693,700.0,5.0,3.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79430.0,14.7,0.8,0.0,48.9,16.0,1.8,17.9,529.0,508.0,45.0,75.0,245.0,0.8979591836734694,0.0653061224489796,0.036734693877551,47.23,12.0,54.0,25242,21099,21,20,21058,4717,0.22400038,4213,0.200066483,1565,0.074318549,1859,0.088279989,1055,0.050099725,1508,0.071611739,1580,0.075030867,675,0.032054326,1320,0.062684016,664,0.031531959,682,0.032386741,406,0.019280084,106,0.005033716,96,0.004558837,160,0.007598062,80.0,0.003799031,76,0.00360908,56,0.002659322,7,0.000332415,66.0,0.003134201,38,0.00180454,20.0,0.000949758,15.0,0.000712318,11.0,0.000522367,15.0,0.000712318,33.0,0.0015671,15,0.000712318,9.0,0.000427391,10.0,0.000474879,0.0,0,1.0,4.74879E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Rheden,GM0275,43761.0,0.4904595416009689,0.5095404583990311,4.1,4.7,5.0,5.8,5.3,20.3,28.7,18.0,8.1,84.2,36.1,48.1,34.7,46.4,10.5,8.4,82.8,17.2,9.5,7.7,0.6,0.5,0.5,2.4,3.7,535.0,40.9,30.4,28.7,2.02,21212.0,0.002781444465396945,259.0,54.9,43.9,1.3,236.0,5078.0,0.4354076408034659,0.2010634107916502,0.057896809767625,0.2361165813312327,0.0695155573060259,3505.0,0.017118402282453638,0.1597717546362339,0.209700427960057,0.0741797432239657,0.0970042796005706,0.2938659058487874,0.1483594864479315,3244.0,491.0,29.0,323.0,8.0,0.0,0.0,0.0,0.0,0.0,4337.0,167750.0,6.4,0.2,0.0,70.4,3.8,4.0,15.3,503.0,481.0,39.0,69.0,331.0,0.8972809667673716,0.0996978851963746,0.0030211480362537,84.35,3.0,23.0,34881,27701,38,41,27622,5817,0.210593006,4703,0.170262834,2915,0.105531822,2352,0.085149518,2133,0.077221056,2084,0.075447107,1746,0.063210484,1129,0.040873217,1413,0.051154877,787,0.028491782,674,0.02440084,542,0.01962204,107,0.003873724,324,0.011729781,253,0.009159366,115.0,0.004163348,86,0.00311346,76,0.00275143,18,0.000651654,89.0,0.003222069,68,0.002461806,35.0,0.001267106,37.0,0.001339512,17.0,0.000615451,25.0,0.000905076,41.0,0.001484324,12,0.000434436,14.0,0.000506842,9.0,0.000325827,0.0,0,1.0,3.6203E-05,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Rozendaal,GM0277,1704.0,0.4900234741784037,0.5099765258215962,4.9,6.2,7.7,6.6,3.1,15.1,30.9,18.3,7.2,103.6,51.7,51.9,26.2,62.5,5.1,6.1,84.6,15.4,9.9,5.5,0.0,0.8,0.8,0.0,3.9,61.0,20.8,40.1,39.1,2.48,688.0,0.00872093023255814,25.0,88.2,11.2,0.6,536.0,243.0,0.6419753086419753,0.0617283950617283,0.0041152263374485,0.1893004115226337,0.102880658436214,195.0,0.0,0.0769230769230769,0.1025641025641025,0.0512820512820512,0.2564102564102564,0.4102564102564102,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,556.0,49.0,50.0,40.0,0.925,0.075,0.0,27.92,1.0,2.0,1303,1249,2,3,1244,455,0.365755627,285,0.229099678,51,0.040996785,108,0.08681672,22,0.017684887,60,0.048231511,66,0.053054662,25,0.020096463,47,0.03778135,31,0.024919614,47,0.03778135,24,0.019292605,4,0.003215434,0,0,6,0.004823151,1.0,0.000803859,3,0.002411576,3,0.002411576,0,0,0.0,0,1,0.000803859,2.0,0.001607717,1.0,0.000803859,1.0,0.000803859,0.0,0,1.0,0.000803859,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Scherpenzeel,GM0279,9880.0,0.4956477732793522,0.5043522267206477,6.3,6.7,6.4,6.4,6.2,23.9,24.9,14.7,4.6,81.9,46.8,35.0,29.9,57.2,6.3,6.6,92.4,7.6,4.4,3.2,0.5,0.1,0.1,0.2,2.3,717.0,29.4,31.6,39.0,2.47,4002.0,0.014492753623188406,290.0,72.5,27.4,0.1,300.0,1192.0,0.4807046979865771,0.1476510067114094,0.1157718120805369,0.2088926174496644,0.046979865771812,1005.0,0.05970149253731343,0.2388059701492537,0.2039800995024875,0.0696517412935323,0.1243781094527363,0.2189054726368159,0.0895522388059701,3450.0,303.0,11.0,18.0,19252.0,437557.0,0.0,0.0,0.0,160.0,3000.0,53858.0,0.6,0.5,0.0,66.5,0.0,14.5,17.9,513.0,489.0,45.0,60.0,71.0,0.9014084507042254,0.0985915492957746,0.0,13.81,1.0,3.0,7653,6695,13,9,6673,1486,0.222688446,457,0.068484939,667,0.099955043,851,0.127528848,185,0.027723663,176,0.026374944,91,0.013637045,327,0.049003447,91,0.013637045,551,0.082571557,48,0.007193166,179,0.026824517,1338,0.200509516,8,0.001198861,47,0.007043309,75.0,0.011239323,3,0.000449573,17,0.00254758,1,0.000149858,11.0,0.001648434,14,0.002098007,8.0,0.001198861,12.0,0.001798292,3.0,0.000449573,2.0,0.000299715,20.0,0.002997153,0,0,2.0,0.000299715,3.0,0.000449573,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Tiel,GM0281,42159.0,0.4982803197419294,0.5017196802580707,4.7,5.1,5.6,6.6,6.1,24.7,29.1,14.1,4.0,67.1,36.8,30.3,37.0,47.1,10.2,5.7,73.0,27.0,10.9,16.2,5.0,0.4,0.6,5.6,4.6,1282.0,36.5,27.9,35.6,2.22,18080.0,0.008738938053097346,550.0,56.7,43.1,0.2,-1.0,5038.0,0.4541484716157205,0.2078205637157602,0.0786026200873362,0.1988884477967447,0.0605398967844382,3530.0,0.018413597733711047,0.1798866855524079,0.254957507082153,0.0849858356940509,0.0835694050991501,0.2535410764872521,0.1260623229461756,1601.0,258.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184233.0,23.1,21.2,0.0,33.5,7.9,3.6,10.7,557.0,451.0,35.0,70.0,259.0,0.9227799227799228,0.0154440154440154,0.0617760617760617,35.51,4.0,30.0,31546,23306,68,30,23208,5684,0.244915546,2806,0.120906584,3283,0.141459841,1653,0.07122544,1478,0.063684936,1442,0.062133747,906,0.039038263,1365,0.058815926,771,0.033221303,500,0.021544295,368,0.015856601,611,0.026327129,185,0.007971389,1057,0.04554464,315,0.013572906,82.0,0.003533264,77,0.003317821,149,0.0064202,117,0.005041365,71.0,0.00305929,30,0.001292658,35.0,0.001508101,62.0,0.002671493,23.0,0.000991038,26.0,0.001120303,26.0,0.001120303,12,0.000517063,31.0,0.001335746,17.0,0.000732506,26.0,0.001120303,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
Voorst,GM0285,24552.0,0.5004480286738351,0.4995519713261648,4.7,5.3,5.7,6.4,4.6,19.2,30.3,18.0,5.8,84.8,40.8,44.0,33.2,53.3,6.7,6.8,91.7,8.3,4.9,3.4,0.1,0.2,0.2,0.9,2.1,200.0,27.5,37.2,35.3,2.35,10641.0,0.00892773235598158,87.0,66.4,33.5,0.1,320.0,2813.0,0.4710273729114824,0.2033416281549946,0.0728759331674369,0.2044081052257376,0.0483469605403483,2530.0,0.1225296442687747,0.1442687747035573,0.2075098814229249,0.0632411067193675,0.1106719367588932,0.2490118577075099,0.1007905138339921,30991.0,4812.0,1247.0,509.0,56875.0,152336.0,0.0,7736.0,0.0,0.0,2000.0,774265.0,6.6,0.8,0.1,64.9,1.9,8.2,17.4,541.0,522.0,57.0,78.0,418.0,0.8660287081339713,0.1076555023923445,0.0287081339712918,126.47,4.0,31.0,19711,16429,22,18,16389,4598,0.28055403,2336,0.142534627,1344,0.082006224,2188,0.13350418,824,0.050277625,859,0.052413204,619,0.037769235,524,0.031972665,443,0.027030325,437,0.026664226,278,0.016962597,348,0.021233754,299,0.018243944,63,0.003844042,180,0.010982976,811.0,0.04948441,20,0.001220331,60,0.003660992,1,6.10165E-05,36.0,0.002196595,21,0.001281347,28.0,0.001708463,19.0,0.001159314,8.0,0.000488132,4.0,0.000244066,15.0,0.000915248,3,0.00018305,12.0,0.000732198,11.0,0.000671182,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
